0.01,NaN,NaN,NaN,0.15657316252003925,0.334075669339096
0.005,NaN,NaN,NaN,0.10001081255610149,0.17574248910279033
0.001,NaN,NaN,NaN,0.03234432122593154,0.04211006761236746
0.0005,NaN,NaN,NaN,0.023157634016979,0.025629413303046324
0.0001,0.047905713906978904,0.01725640941998946,0.015549725008587418,0.011761523704940128,0.013871112165315273
5.0e-5,0.025556074797730928,0.014224144288062577,0.014770676547767923,0.02271333680192275,0.01654784096272214
1.0e-5,0.020844451191911847,0.014454689962068935,0.01594105979916215,0.01966082533071144,0.016983704009044077
5.0e-6,0.013900968432466979,0.010890174150814481,0.013372338714330438,0.03111622736463589,0.0208377958245168
1.0e-6,0.010887773430114274,0.009279905594791719,0.013088937515432005,0.054775038789472284,0.05249205259574149
5.0e-7,0.013104726579363176,0.01898761175685272,0.013475770163877234,0.06739931592927957,0.08203511208633037
1.0e-7,0.030065676427632363,0.029191934680024095,0.035952604510804995,0.09263839827014261,0.09535603351024478
